FECHA_HORA,prediccion,y_true
2023-07-23 23:59:00,26649.396153012698,24129.0
2023-07-24 23:59:00,22219.11614790298,21173.0
2023-07-25 23:59:00,26000.712537835552,28163.0
2023-07-26 23:59:00,29341.96242403239,29873.0
2023-07-27 23:59:00,26894.654246669084,27124.0
2023-07-28 23:59:00,25294.994336132546,26435.0
2023-07-29 23:59:00,29198.18934104933,30656.0
2023-07-30 23:59:00,29316.423307600195,29321.0
2023-07-31 23:59:00,32629.39339719351,38215.0
2023-08-01 23:59:00,31821.65462213603,30892.0
2023-08-02 23:59:00,23493.96857687772,16048.0
2023-08-03 23:59:00,25987.93434065934,30221.0
2023-08-04 23:59:00,29551.9493351329,34544.0
2023-08-05 23:59:00,33545.938541263204,37221.0
2023-08-06 23:59:00,30069.389493669045,30057.0
2023-08-07 23:59:00,30379.6737102069,32815.0
2023-08-08 23:59:00,30807.200971744955,30317.0
2023-08-09 23:59:00,29310.51466056926,24875.0
2023-08-10 23:59:00,24650.60280446755,21495.0
2023-08-11 23:59:00,27695.520042327356,30538.0
2023-08-12 23:59:00,30080.034909441463,29992.0
2023-08-13 23:59:00,28205.873006695158,27190.0
2023-08-14 23:59:00,27693.501390076693,28204.0
2023-08-15 23:59:00,27172.732261994803,26890.0
2023-08-16 23:59:00,28470.99056273833,28819.0
2023-08-17 23:59:00,23804.958812174984,21224.0
2023-08-18 23:59:00,26398.0151408796,26414.0
2023-08-19 23:59:00,29556.640075684878,31225.0
2023-08-20 23:59:00,30678.754438639065,33331.0
2023-08-21 23:59:00,26641.48929736122,25259.0
2023-08-22 23:59:00,23998.98070520747,19075.0
2023-08-23 23:59:00,27727.028485555908,32588.0
2023-08-24 23:59:00,24236.198932904703,21782.0
2023-08-25 23:59:00,23655.07545412464,22886.0
2023-08-26 23:59:00,23086.65564395104,21794.0
2023-08-27 23:59:00,24668.47363789094,25125.0
2023-08-28 23:59:00,29610.316320765407,31666.0
2023-08-29 23:59:00,32695.90968152424,35467.0
2023-09-01 23:59:00,29404.498623323914,27779.0
2023-09-02 23:59:00,23448.853389451695,23370.0
2023-09-03 23:59:00,21655.573600815653,18032.0
2023-09-04 23:59:00,22800.376277850086,22255.0
2023-09-05 23:59:00,25999.41250247617,26277.0
2023-09-06 23:59:00,27594.89073085916,26705.0
2023-09-07 23:59:00,24672.4217595047,24548.0
2023-09-08 23:59:00,26412.70086670727,27672.0
2023-09-09 23:59:00,21723.02116713472,19143.0
2023-09-10 23:59:00,25393.614240765346,28749.0
2023-09-11 23:59:00,28392.019193035856,29133.0
2023-09-12 23:59:00,28016.637252873912,28655.0
2023-09-13 23:59:00,29637.62438006023,32127.0
2023-09-14 23:59:00,25692.755447548712,21128.0
2023-09-15 23:59:00,22972.495435495766,24051.0
2023-09-16 23:59:00,22704.5371736011,24186.0
2023-09-17 23:59:00,23610.6529732718,23778.0
2023-09-18 23:59:00,21503.796128641836,20388.0
2023-09-19 23:59:00,22356.786771311734,23008.0
2023-09-20 23:59:00,22030.61986077461,20805.0
2023-09-21 23:59:00,21256.333396022226,19425.0
2023-09-22 23:59:00,22763.987880474946,23872.0
2023-09-23 23:59:00,23635.245961303655,23944.0
2023-09-24 23:59:00,25092.29331803726,28149.0
2023-09-25 23:59:00,23870.446783908992,23655.0
2023-09-26 23:59:00,20992.999297741324,19718.0
2023-09-27 23:59:00,23194.333646424322,21112.0
2023-09-28 23:59:00,19507.9900851986,17886.0
2023-09-29 23:59:00,18121.42244199454,15770.5
2023-09-30 23:59:00,16097.7224054316,14055.0
2023-10-01 23:59:00,17038.162317412167,17955.0
2023-10-02 23:59:00,17937.63235148252,16972.0
2023-10-03 23:59:00,17437.080135357464,17057.0
2023-10-04 23:59:00,18636.439369535387,19132.0
2023-10-05 23:59:00,20317.855662507838,21025.0
2023-10-06 23:59:00,18094.097645379636,17405.0
2023-10-07 23:59:00,18203.726022740215,17995.0
2023-10-08 23:59:00,18168.699974164894,16955.0
2023-10-09 23:59:00,19084.95243872629,20317.0
2023-10-10 23:59:00,17648.19153399952,14626.0
2023-10-11 23:59:00,15896.25511482551,13556.0
2023-10-12 23:59:00,16026.218894939848,16585.0
2023-10-13 23:59:00,17191.460595908396,17417.0
2023-10-14 23:59:00,15392.035510429749,11986.0
2023-10-15 23:59:00,13889.882828740252,13709.0
2023-10-16 23:59:00,13373.769386237318,11410.0
2023-10-17 23:59:00,13217.502979255181,12321.0
2023-10-18 23:59:00,12787.337566091528,12653.0
2023-10-19 23:59:00,12138.600358127831,11931.0
2023-10-20 23:59:00,10704.347265730748,9481.0
2023-10-21 23:59:00,10867.69955503897,11587.0
2023-10-22 23:59:00,10629.244627860106,10123.0
2023-10-23 23:59:00,10898.612362469636,10360.0
2023-10-24 23:59:00,9937.999141944747,10568.0
2023-10-25 23:59:00,8093.739774114776,3124.0
2023-10-26 07:00:00,9078.599598143,
